Date,Open,High,Low,Close,Volume,SMA_14,RSI_14,Close_Lag1,Target,Prediction,Next_Close,Daily_Return,Position_Size,Stop_Loss_Price,Effective_Return,Strategy_Dollar_Return,Cumulative_Strategy_Return,Cumulative_Market_Return
2024-03-21,176.21791925324277,176.65585381045534,170.037097774542,170.56460571289062,106181300,171.80589948381697,39.2900238746277,177.83030700683594,1,1,171.47035217285156,0.005310283784700149,1.7588643244366093,162.0363754272461,0.005310283784700149,1.5930851354100448,0.0006172356242562916,0.019408389253099623
2024-03-22,170.95279171103329,172.23673773536032,169.26078406375387,171.47035217285156,71106600,171.60541643415178,41.27849055154648,170.56460571289062,0,0,170.0470733642578,-0.00830043672598868,1.7495735921600224,162.89683456420897,0.0,0.0,0.0006172356242562916,0.0109468544201623
2024-03-25,169.76839047714014,171.13194711675715,168.65364374159117,170.0470733642578,54288300,171.65731593540735,39.1106784980119,171.47035217285156,0,1,168.9124298095703,-0.006672526214297027,1.7642173667839025,161.54471969604492,-0.006672526214297027,-2.0017578642891083,0.0004170598378273807,0.004201285032782609
2024-03-26,169.20106023000122,170.61438491064948,168.78303590364706,168.9124298095703,57388400,171.69926234654017,37.42336862745924,170.0470733642578,1,1,172.49549865722656,0.021212582470666933,1.7760682285976002,160.4668083190918,0.021212582470666933,6.363774741200081,0.0010534373119473889,0.025502987608690297
2024-03-27,169.609133760084,172.78414425918754,169.31054062211945,172.49549865722656,60273300,172.00567299979073,45.42974281363531,168.9124298095703,0,0,170.67410278320312,-0.010559092197778527,1.7391758181246415,163.87072372436523,0.0,0.0,0.0010534373119473889,0.014674607013432928
2024-03-28,170.94283813483634,171.4205780589011,169.70866021166748,170.67410278320312,65672700,172.05899265834265,42.45604318857039,172.49549865722656,0,1,169.23092651367188,-0.00845574252916641,1.7577359136967114,162.14039764404296,-0.00845574252916641,-2.536722758749923,0.0007997650360723966,0.006094779785644322
2024-04-01,170.38547862745995,170.4451942217802,168.68350825393796,169.23092651367188,46240500,171.86562129429407,40.21013467435487,170.67410278320312,0,1,168.04649353027344,-0.006998915669842115,1.7727256251579022,160.76938018798828,-0.006998915669842115,-2.0996747009526344,0.0005897975659771332,-0.0009467927339438242
2024-04-02,168.28537106183597,168.54414366405445,167.43935975957754,168.04649353027344,49329500,171.55352238246374,38.41408305888552,169.23092651367188,1,1,168.85269165039062,0.004797470647442885,1.785220231006815,159.64416885375977,0.004797470647442885,1.4392411942328656,0.0007337216854004197,0.003846135703148734
2024-04-03,167.99673277562965,169.8778497555363,167.78772821512752,168.85269165039062,47691700,171.44830213274275,40.36657395865908,168.04649353027344,0,1,168.026611328125,-0.004892313614852073,1.776696581308575,160.4100570678711,-0.004892313614852073,-1.4676940844556217,0.0005869522769548576,-0.0010649944137683942
2024-04-04,169.48968886138192,171.11203328162168,168.026611328125,168.026611328125,53704400,171.15113503592357,39.00211358180093,168.85269165039062,1,1,168.7830352783203,0.004501810422863055,1.7854314720074624,159.62528076171876,0.004501810422863055,1.3505431268589163,0.0007220065896407492,0.0034320216061425324
2024-04-05,168.79298281447828,169.5892261323792,168.15599119757314,168.7830352783203,42055200,170.9350139072963,40.96973458999181,168.026611328125,0,0,167.65834045410156,-0.006663553729580391,1.777429819918247,160.3438835144043,0.0,0.0,0.0007220065896407492,-0.003254401583811517
2024-04-08,168.23561647794648,168.40481571452685,167.4493358859462,167.65834045410156,37425500,170.5603539603097,38.95752977487845,168.7830352783203,1,0,168.87261962890625,0.007242581380179596,1.7893532715846518,159.2754234313965,0.0,0.0,0.0007220065896407492,0.003964609528053442
2024-04-09,167.90717701117094,169.2806964440478,167.55883097808936,168.87261962890625,42451200,170.10464913504464,42.2550795117433,167.65834045410156,0,0,166.9915008544922,-0.011139276328796096,1.7764869204921627,160.42898864746093,0.0,0.0,0.0007220065896407492,-0.007218829681811423
2024-04-10,168.00671152069506,168.29534195603523,166.3246514051182,166.9915008544922,49709300,169.3304486955915,38.76170991509314,168.87261962890625,1,0,174.2173614501953,0.04327082850760991,1.7964986149888227,158.64192581176758,0.0,0.0,0.0007220065896407492,0.03573963408461123
2024-04-11,167.54885233902874,174.63540094951088,167.36970557110288,174.2173614501953,91070300,169.5913598196847,54.367825569374574,166.9915008544922,1,1,175.72027587890625,0.008626662786077068,1.721986818665963,165.50649337768553,0.008626662786077068,2.5879988358231207,0.0009808064732230613,0.04467461064203415
2024-04-12,173.4410296238906,177.52176704196785,173.39127675717174,175.72027587890625,101593300,169.8949257986886,56.831954940207545,174.2173614501953,0,0,171.87841796875,-0.02186348667471807,1.7072588720879223,166.93426208496092,0.0,0.0,0.0009808064732230613,0.021834381212845866
2024-04-15,174.53586805138283,175.7999037342719,171.68930847441092,171.87841796875,73531800,170.02573612758093,49.4768907245965,175.72027587890625,0,0,168.58399963378906,-0.019167143693165193,1.7454198354010007,163.28449707031248,0.0,0.0,0.0009808064732230613,0.0022487347975226335
2024-04-16,170.94285690412892,172.94340539530876,167.47921549696915,168.58399963378906,73711200,170.00227682931083,44.19500292488984,171.87841796875,0,0,167.21046447753906,-0.008147482318806631,1.7795283102292194,160.1547996520996,0.0,0.0,0.0009808064732230613,-0.005917069048286483
2024-04-17,168.81289870293196,169.84800441976404,167.21046447753906,167.21046447753906,50901200,169.62477438790458,42.17350995081156,168.58399963378906,0,0,166.2549591064453,-0.005714387398416087,1.7941460837237146,158.8499412536621,0.0,0.0,0.0009808064732230613,-0.011597644021897557
2024-04-18,167.24031189258443,167.8474456964944,165.7672716683895,166.2549591064453,43122900,169.30912126813615,40.77622767271039,167.21046447753906,0,0,164.22454833984375,-0.012212632799131031,1.804457452652128,157.94221115112305,0.0,0.0,0.0009808064732230613,-0.023668639053254115
2024-04-19,165.42886837664992,165.6179626751691,163.30887389276177,164.22454833984375,67772100,168.95152282714844,37.90248703234936,166.2549591064453,1,0,165.06060791015625,0.0050909536897149575,1.8267670883112104,156.01332092285156,0.0,0.0,0.0009808064732230613,-0.01869818130885781
2024-04-22,164.74211969252124,166.47393259764522,163.9956444231876,165.06060791015625,48116400,168.73824528285436,39.7843496020371,164.22454833984375,1,0,166.11563110351562,0.0063917321444352864,1.817514207649667,156.80757751464844,0.0,0.0,0.0009808064732230613,-0.012425962930936785
2024-04-23,164.57292762929356,166.26493527613894,164.1449405589347,166.11563110351562,49537800,168.54274095807756,42.166149505314245,165.06060791015625,1,0,168.22567749023438,0.012702274751036921,1.8059709252349274,157.80984954833983,0.0,0.0,0.0009808064732230613,0.00011847382490537406
2024-04-24,165.7573215689687,168.50436038665487,165.4288858023208,168.22567749023438,48251800,168.55695996965682,46.70645601278305,166.11563110351562,1,0,169.09158325195312,0.005147286517951557,1.7833187208737218,159.81439361572265,0.0,0.0,0.0009808064732230613,0.005266370161578715
2024-04-25,168.73327450279362,169.80820075027214,167.3597550998357,169.09158325195312,50558300,168.57899911063058,48.4934728428513,168.22567749023438,0,1,168.5043487548828,-0.0034728783406996074,1.7741864747518992,160.63700408935546,-0.0034728783406996074,-1.0418635022098823,0.0008766201230020731,0.0017752023580108744
2024-04-26,169.081624768213,170.53475474394267,168.38490238817732,168.5043487548828,44838400,168.6394282749721,47.33428067783745,169.09158325195312,1,0,172.6846160888672,0.0248080679512032,1.7803694813621644,160.07913131713866,0.0,0.0,0.0008766201230020731,0.026627309649938757
2024-04-29,172.555222179483,175.20272483761752,172.28650201133237,172.6846160888672,68169400,168.91171373639787,55.4907087119188,168.5043487548828,0,0,169.5294952392578,-0.01827100132640468,1.7372711408502863,164.0503852844238,0.0,0.0,0.0008766201230020731,0.007869800713601549
2024-04-30,172.51539602156524,174.16759809934044,169.2010443307548,169.5294952392578,65934800,169.09299904959542,49.286370662198,172.6846160888672,0,0,168.5043487548828,-0.0060470095951634,1.7696035700254313,161.05302047729492,0.0,0.0,0.0008766201230020731,0.0017752023580110965
2024-05-01,168.78303163206596,171.89832652202932,168.31523926242042,168.5043487548828,50383100,168.68492671421595,47.430747594504304,169.5294952392578,1,0,172.21681213378906,0.02203185500159783,1.7803694813621644,160.07913131713866,0.0,0.0,0.0008766201230020731,0.023846168360559084
2024-05-02,171.69925171807526,172.60497864880503,170.08687006909776,172.21681213378906,94214900,168.43467930385046,54.16137352905296,168.5043487548828,1,0,182.5181884765625,0.05981632231567884,1.741990205735203,163.6059715270996,0.0,0.0,0.0008766201230020731,0.08508888076888721
2024-05-03,185.77280978325868,186.12117099096088,181.80157098826203,182.5181884765625,163224100,169.19466291155135,66.84599287341688,172.21681213378906,0,0,180.8560333251953,-0.009106791850394832,1.6436718033639894,173.39227905273438,0.0,0.0,0.0008766201230020731,0.07520720219254695
2024-05-06,181.4930249418685,183.3343214775735,179.5720873686165,180.8560333251953,78569700,170.07123674665178,63.77919019771628,182.5181884765625,1,1,181.5427703857422,0.0037971476423573902,1.6587779488703769,171.81323165893554,0.0037971476423573902,1.139144292707217,0.0009905345522727947,0.07928992268539825
2024-05-07,182.58783874817743,184.0310211595987,180.4678594160644,181.5427703857422,77305800,171.09497288295202,64.50378646453787,180.8560333251953,1,1,181.88119506835932,0.0018641595140255142,1.6525031504287382,172.46563186645508,0.0018641595140255142,0.5592478542076543,0.0010464593376935602,0.081301891263164
2024-05-08,181.9906787165348,182.20964601288568,180.5972490863857,181.88119506835932,45057100,172.2111325945173,64.8766841383256,181.5427703857422,1,1,183.7025909423828,0.01001420665472827,1.6494283528720284,172.78713531494134,0.01001420665472827,3.004261996418481,0.0013468855373354083,0.09213027185842182
2024-05-09,181.7020275403552,183.7921643280348,181.25414542501755,183.7025909423828,48983000,173.6024213518415,66.89254452641248,181.88119506835932,0,1,182.43685913085932,-0.006890114097086869,1.6330744082651134,174.51746139526367,-0.006890114097086869,-2.067034229126061,0.0011401821144228022,0.08460536967643484
2024-05-10,184.280653249985,184.47001925959685,181.51994258592453,182.43685913085932,50759500,174.8435821533203,64.13768017236993,183.7025909423828,1,1,185.6560211181641,0.017645348657289228,1.6444045431894567,173.31501617431636,0.017645348657289228,5.293604597186769,0.0016695425741414791,0.10374360957994355
2024-05-13,184.8188384959365,186.4732816834413,184.00157793065927,185.6560211181641,72044800,176.23932429722376,67.77289150230547,182.43685913085932,1,1,186.8021545410156,0.006173424465032721,1.6158915729916437,176.37322006225588,0.006173424465032721,1.8520273395098164,0.0018547453080924607,0.11055748738244775
2024-05-14,186.8818883882772,187.66925062518712,185.6659738309724,186.8021545410156,52393600,177.56621551513672,68.97856629033564,185.6560211181641,1,1,189.0845184326172,0.012218081195099166,1.6059771940913556,177.4620468139648,0.012218081195099166,3.6654243585297506,0.002221287743945436,0.12412636893511175
2024-05-15,187.2805836100953,190.01139602124525,186.7423838683229,189.0845184326172,70400000,178.99428231375558,71.28259764635833,186.8021545410156,1,0,189.2041015625,0.0006324321571859812,1.586592083195373,179.63029251098632,0.0,0.0,0.002221287743945436,0.12483730259956705
2024-05-16,189.83199615864385,190.4598907547877,189.02471179656044,189.2041015625,52845200,180.47283608572823,71.40244408938173,189.0845184326172,1,0,189.23399353027344,0.00015798794807607937,1.5855893055304653,179.743896484375,0.0,0.0,0.002221287743945436,0.1250150133369241
2024-05-17,188.875198802712,190.17084727488813,188.54630236847427,189.23399353027344,41282900,181.6549344744001,71.4345356292791,189.2041015625,1,0,190.40008544921875,0.006162169371322613,1.5853388410999547,179.77229385375975,0.0,0.0,0.002221287743945436,0.13194754639438688
2024-05-20,188.6958217839837,191.2771426664072,188.37688635675943,190.40008544921875,44361300,183.14569091796875,72.72059069676803,189.23399353027344,1,0,191.7057037353516,0.0068572358203119604,1.5756295449773443,180.8800811767578,0.0,0.0,0.002221287743945436,0.13970957765623693
2024-05-21,190.4499145429012,192.0844205327212,190.2804858058216,191.7057037353516,42309400,184.8029305594308,74.12522411006,190.40008544921875,0,0,190.2605438232422,-0.00753842939438274,1.564898665791123,182.120418548584,0.0,0.0,0.002221287743945436,0.13111795747497368
2024-05-22,191.625965130265,192.17412585880132,189.63266445026173,190.2605438232422,34648500,186.0917685372489,69.83866955145645,191.7057037353516,0,0,186.25401306152344,-0.021058127351096707,1.5767851493093024,180.74751663208008,0.0,0.0,0.002221287743945436,0.10729873147735325
2024-05-23,190.3402701697929,190.3602074339564,186.0048504863481,186.25401306152344,51005900,186.3586131504604,59.55601540240237,190.2605438232422,1,0,189.3436279296875,0.016588178785406898,1.61070354978555,176.94131240844726,0.0,0.0,0.002221287743945436,0.12566680080395387
2024-05-24,188.1875250894915,189.9416242186365,187.4101238307869,189.3436279296875,36294600,186.9648699079241,63.962429650675055,186.25401306152344,1,1,189.3535919189453,5.262384251722806e-05,1.584420892745356,179.8764465332031,5.262384251722806e-05,0.015787152755168416,0.0022228664592209525,0.12572603771640622
2024-05-28,190.8684893929941,192.3535037829733,188.4665737792376,189.3535919189453,52280100,187.52278573172435,63.97606091608085,189.3436279296875,1,1,189.652587890625,0.0015790351196911844,1.5843375188172717,179.88591232299805,0.0015790351196911844,0.47371053590735535,0.002270237512811688,0.12750359866511118
2024-05-29,188.97487295416656,191.6060292626522,188.8752018363686,189.652587890625,53068000,188.077885219029,64.41108389878318,189.3535919189453,1,1,190.6492462158203,0.0052551791477272,1.5818397383167464,180.16995849609376,0.0052551791477272,1.57655374431816,0.002427892887243504,0.13342883206580325
2024-05-30,190.1210227262773,191.53626445370173,189.99146851693155,190.6492462158203,49947900,188.5740748814174,65.88975467619179,189.652587890625,1,0,191.6060333251953,0.005018572736930153,1.5735703442561297,181.11678390502928,0.0,0.0,0.002427892887243504,0.13911702710165907
2024-05-31,190.7987489600185,191.92496874276912,189.2738751129784,191.6060333251953,75158300,189.22901589529852,67.29460429179962,190.6492462158203,1,1,193.38006591796875,0.009258751209376246,1.565712701180122,182.02573165893554,0.009258751209376246,2.777625362812874,0.0027056554235247916,0.14966382825395774
2024-06-03,192.25384615761888,194.33685694398167,191.8751293663799,193.38006591796875,50080500,189.7807333809989,69.77986712992214,191.6060333251953,1,1,193.69900512695312,0.001649286897645738,1.5513491454039483,183.7110626220703,0.001649286897645738,0.4947860692937214,0.0027551340304541637,0.15155995374259423
2024-06-04,193.98802704232932,194.66575720064256,192.38341934135104,193.69900512695312,47471400,190.2733655657087,70.21803175850566,193.38006591796875,1,0,195.21389770507807,0.007820858848149792,1.5487947385345406,184.01405487060546,0.0,0.0,0.0027551340304541637,0.16056614159599714
2024-06-05,194.7454708275224,196.24044634116564,194.2172473626493,195.21389770507807,54156800,190.71117837088448,72.27431016599712,193.69900512695312,0,0,193.8285522460937,-0.007096551399620655,1.536775831673772,185.45320281982416,0.0,0.0,0.0027551340304541637,0.15233012431950166
2024-06-06,195.03450583879905,195.84179017422773,193.5195930765027,193.8285522460937,41181800,191.04149627685547,67.67276815305064,195.21389770507807,1,1,196.23048400878903,0.012392043044544528,1.5477595871381535,184.137124633789,0.012392043044544528,3.717612913363358,0.0031268953217904994,0.16660984882159435
2024-06-07,193.9979817818169,196.28031956711487,193.48969558531903,196.23048400878903,53103900,191.5412455967494,71.10749282246545,193.8285522460937,0,0,192.47311401367188,-0.01914773850809474,1.5288144526339913,186.41895980834957,0.0,0.0,0.0031268953217904994,0.1442719084953905
2024-06-10,196.24045118441725,196.6391204558344,191.5063619410421,192.47311401367188,97262100,191.68931906563893,60.31215496797668,196.23048400878903,1,0,206.45611572265625,0.0726491166344985,1.5586592524226017,182.84945831298828,0.0,0.0,0.0031268953217904994,0.22740225183725227
2024-06-11,193.00133588013964,206.46609195915696,192.9814138224934,206.45611572265625,172373300,192.74291992187497,75.32534738654756,192.47311401367188,1,0,212.35629272460932,0.028578359044006706,1.4530933072624805,196.13330993652343,0.0,0.0,0.0031268953217904994,0.26247939408167964
2024-06-12,206.67537368785207,219.4623992232993,206.20694681699416,212.35629272460932,198134300,194.32118770054404,78.94466716862998,206.45611572265625,1,0,213.5223846435547,0.005491204917848118,1.412720085432316,201.73847808837886,0.0,0.0,0.0031268953217904994,0.26941192713914286
2024-06-13,214.0207098376566,216.02397164318225,210.8912282270037,213.5223846435547,97862700,196.268928527832,79.58210709127805,212.35629272460932,0,0,211.7782440185547,-0.008168420505005108,1.405004915530554,202.84626541137695,0.0,0.0,0.0031268953217904994,0.2590428367242015
2024-06-14,213.13368913916617,214.44925972841028,210.59222763705992,211.7782440185547,70122700,197.8714011056082,75.88171550272914,213.5223846435547,1,0,215.94422912597656,0.01967144985420163,1.4165761048321652,201.18933181762694,0.0,0.0,0.0031268953217904994,0.28381003475111344
2024-06-17,212.6552799352836,218.2165907033257,212.0074632920053,215.94422912597656,93728300,199.7707323346819,78.45824030144131,211.7782440185547,0,0,213.5721893310547,-0.010984501899043967,1.389247590520177,205.14701766967772,0.0,0.0,0.0031268953217904994,0.269708020986378
2024-06-18,216.8611384124148,217.8976632564161,212.28651711595563,213.5721893310547,79943300,201.47927529471255,73.63476812497339,215.94422912597656,0,0,208.97764587402344,-0.021512835877284215,1.4046772706673667,202.89357986450193,0.0,0.0,0.0031268953217904994,0.24239300071882663
2024-06-20,213.21341001933183,213.5223844137921,208.15043943546107,208.97764587402344,86172500,202.78844669886996,65.26511604422228,213.5721893310547,0,0,206.79498291015625,-0.010444480579434545,1.4355602425574596,198.52876358032225,0.0,0.0,0.0031268953217904994,0.22941685115079347
2024-06-21,209.6852627905662,211.1802382889184,206.4162509174504,206.79498291015625,246421400,203.8733716692243,61.6784812926992,208.97764587402344,1,1,207.4428100585937,0.0031327024443281435,1.4507121777240477,196.45523376464843,0.0031327024443281435,0.9398107332984431,0.0032208763951203437,0.23326824832549176
2024-06-24,207.02421872275744,211.9875333707341,205.89799892378585,207.4428100585937,80727000,204.87785339355463,62.34000205244432,206.79498291015625,1,1,208.3697052001953,0.004468196036005351,1.4461817207126286,197.070669555664,0.004468196036005351,1.3404588108016056,0.003354922276200504,0.23877873262399096
2024-06-25,208.44942384896885,210.6719651774044,207.91123932751768,208.3697052001953,56713900,205.92576054164337,63.31574761177092,207.4428100585937,1,0,212.5356903076172,0.019993237996950287,1.439748641539657,197.95121994018552,0.0,0.0,0.003354922276200504,0.2635459306509029
2024-06-26,210.7915521691021,214.1402980033581,209.9344322470105,212.5356903076172,66213200,207.1630314418248,67.40362103958716,208.3697052001953,1,0,213.38284301757807,0.003985931533356773,1.4115276336213924,201.9089057922363,0.0,0.0,0.003354922276200504,0.268582338219729
2024-06-27,213.97086306596705,215.0173489602873,211.6387049296034,213.38284301757807,49772700,208.5597664969308,68.18012715809861,212.5356903076172,0,0,209.9144744873047,-0.01625420526423328,1.405923717940559,202.71370086669916,0.0,0.0,0.003354922276200504,0.24796254049972455
2024-06-28,215.0472324898511,215.3462306116548,209.5955543096767,209.9144744873047,82542700,209.5371943882533,61.69965734374491,213.38284301757807,1,1,216.02395629882807,0.029104623806648803,1.4291534718257055,199.41875076293945,0.029104623806648803,8.731387141994642,0.004228060990399968,0.28428402076575865
2024-07-01,211.3795621698505,216.78140506529675,211.2101334408119,216.02395629882807,60402900,211.2193974086217,67.55052394696074,209.9144744873047,1,0,219.5321807861328,0.016239978877397202,1.3887348659840626,205.22275848388665,0.0,0.0,0.004228060990399968,0.3051407661355734
2024-07-02,215.4259709293389,219.64181293490427,214.3795002092306,219.5321807861328,58046200,212.1534020560128,70.35137360315545,216.02395629882807,1,0,220.80789184570312,0.005811043533581548,1.3665422487296226,208.55557174682616,0.0,0.0,0.004228060990399968,0.31272499594503933
2024-07-03,219.2630807353504,220.80789184570312,218.29632866276663,220.80789184570312,37369800,212.75708770751956,71.32076529893084,219.5321807861328,1,0,225.5818328857422,0.021620337027514456,1.3586470913351005,209.76749725341796,0.0,0.0,0.004228060990399968,0.3411065527818138
2024-07-05,220.90754038733803,225.6914650307592,220.90754038733803,225.5818328857422,60412400,213.61847686767575,74.65975405766477,220.80789184570312,1,0,227.056884765625,0.006538877094016389,1.3298943277579929,214.30274124145507,0.0,0.0,0.004228060990399968,0.3498758837004341
2024-07-08,226.32931907748747,227.0867830588168,222.50218547217585,227.056884765625,59085900,214.70980834960935,75.60482888440502,225.5818328857422,1,0,227.9139862060547,0.003774831321738663,1.3212548049783608,215.70404052734375,0.0,0.0,0.004228060990399968,0.35497143746668613
2024-07-09,227.1664984715379,228.631575647805,225.6117264169712,227.9139862060547,48076100,215.5647909981864,76.16118096867837,227.056884765625,1,0,232.1995849609375,0.018803579482867924,1.3162860471791016,216.51828689575194,0.0,0.0,0.004228060990399968,0.3804497505881066
2024-07-10,228.53191911989683,232.2992560750062,228.48208356286247,232.1995849609375,62627700,216.8953192574637,78.76848032132872,227.9139862060547,0,0,226.80772399902344,-0.023220803615222333,1.291991973415751,220.5896057128906,0.0,0.0,0.004228060990399968,0.3483945980290175
2024-07-11,230.61492037011672,231.61157070495585,225.0137503547776,226.80772399902344,64710600,218.1688962663923,68.60232265891844,232.1995849609375,1,0,229.76776123046875,0.013050866078344216,1.3227062760935413,215.46733779907225,0.0,0.0,0.004228060990399968,0.36599231534865684
2024-07-12,228.1531925563972,231.86073301422448,227.9139910015552,229.76776123046875,53046500,219.8098090035575,70.82824545432285,226.80772399902344,1,0,233.6148376464844,0.01674332550142594,1.3056662013566156,218.2793731689453,0.0,0.0,0.004228060990399968,0.38886356931698596
2024-07-15,235.6878722143984,236.4353599823044,232.3092281117703,233.6148376464844,62631300,221.67923954554968,73.46157958132079,229.76776123046875,1,0,234.033432006836,0.0017918141012302701,1.2841650086197536,221.93409576416016,0.0,0.0,0.004228060990399968,0.39135215464517326
2024-07-16,234.2128217621178,235.47857190808813,231.5517672716992,234.033432006836,43234300,223.51236288888117,73.73935641643347,233.6148376464844,0,0,228.1133270263672,-0.02529597985084406,1.2818681392119957,222.3317604064942,0.0,0.0,0.004228060990399968,0.3561565385758405
2024-07-17,228.68140979310064,230.68468664215072,225.88082486496336,228.1133270263672,57345900,224.6250512259347,63.60023357618344,234.033432006836,0,0,223.42906188964844,-0.020534815732959368,1.315135787596152,216.70766067504883,0.0,0.0,0.004228060990399968,0.3283081139511377
2024-07-18,229.50863493701104,229.668102638376,221.52547133243425,223.42906188964844,66034600,225.34263828822543,56.93002848995909,228.1133270263672,1,0,223.55862426757807,0.0005798814927380463,1.342708049985771,212.257608795166,0.0,0.0,0.004228060990399968,0.3290783752430717
2024-07-19,224.06692564873424,226.0402889661169,222.5320756847993,223.55862426757807,49151500,226.31722041538785,57.064157460380805,223.42906188964844,0,0,223.20980834960932,-0.0015602883543926762,1.3419298896781946,212.38069305419916,0.0,0.0,0.004228060990399968,0.32700462973210476
2024-07-22,226.24957960487183,227.01700459563804,222.34271224556247,223.20980834960932,48201800,226.8304955618722,56.55352344341536,223.55862426757807,1,0,224.2563018798828,0.004688385058036478,1.3440269592907659,212.04931793212884,0.0,0.0,0.004228060990399968,0.33322613841008586
2024-07-23,223.61844622977043,226.17984506717187,221.9341046141529,224.2563018798828,39960300,227.1679327828544,57.77433263748532,223.20980834960932,0,0,217.80795288085932,-0.02875437142666068,1.3377550485100185,213.04348678588866,0.0,0.0,0.004228060990399968,0.29489005883050967
2024-07-24,223.2496702854449,224.04699357799976,216.40268749627205,217.80795288085932,61777600,226.95365142822263,48.69464154972052,224.2563018798828,0,0,216.7614898681641,-0.004804521592779678,1.3773601745575361,206.91755523681636,0.0,0.0,0.004228060990399968,0.28866873158258266
2024-07-25,218.19665359620475,220.11023564894725,213.9010930254534,216.7614898681641,51391200,226.32362692696708,47.39294467869341,217.80795288085932,1,0,217.2299194335937,0.002161036841528006,1.3840096789446417,205.92341537475588,0.0,0.0,0.004228060990399968,0.29145359218805766
2024-07-26,217.9674309680192,218.7547932697213,215.28643906297688,217.2299194335937,41601300,225.621700831822,48.06223880194628,216.7614898681641,1,0,217.50897216796875,0.0012845962246023027,1.3810252325380472,206.368423461914,0.0,0.0,0.004228060990399968,0.2931125885968313
2024-07-29,216.23326096996,218.5654190781,215.0273073866339,217.50897216796875,36311800,224.87848554338728,48.4827257915704,217.2299194335937,1,0,218.06710815429688,0.0025660366134097265,1.3792534487649941,206.6335235595703,0.0,0.0,0.004228060990399968,0.2964307628444318
2024-07-30,218.45580119769892,219.5919820328496,215.39607720378967,218.06710815429688,41643800,223.8690229143415,49.36570910368253,217.50897216796875,1,0,221.3361053466797,0.014990785268128476,1.3757232924267064,207.16375274658202,0.0,0.0,0.004228060990399968,0.3158652780252289
2024-07-31,220.6982497488722,223.07028238181744,219.8909654212368,221.3361053466797,50036300,223.47819301060267,54.30564565208554,218.06710815429688,0,0,217.6285552978516,-0.01675076934701162,1.3554047114460097,210.2693000793457,0.0,0.0,0.004228060990399968,0.29382352226128705
